ISSN,Volume_Start,Year_Start,Volume_End,Year_End,Issue_Start,Issue_End,Supplement,Signature,Annotation
0022-2860,,,,,1,2,No,,"Napomena : Theochem, sekcija J. Mol. Struct., ima zasebni ISSN 0166 - 0280, i dvostruku numeraciju volumena (cijelog časopisa i vlastitu)"
0022-2860,,,,,1,,No,,"Napomena : Theochem, sekcija J. Mol. Struct., ima zasebni ISSN 0166 - 0280, i dvostruku numeraciju volumena (cijelog časopisa i vlastitu)"
1464-3820,43,1977,64,1998,,,No,,
0022-3034,12,1981,,,,,No,,
0022-3034,14,1983,20,1989,,,No,,
0022-3034,21,1990,55,2003,,,No,,
0022-3034,56,2003,57,2003,,,No,,
0022-3034,58,2004,59,2004,,,No,,
0022-3034,60,2004,61,2004,,,No,,
0022-3034,,,,,1,3,No,,
0022-3034,,,,,1,3,No,,
0022-3034,,,,,1,3,No,,
0022-3034,,,,,1,3,No,,
0022-3042,6,1960,58,1992,,,No,,
0022-3042,59,1992,,,,,No,,
0022-3042,72,1998,,,,,No,,
0022-3042,,,,,1,2,No,,
0022-3107,1,1954,9,1959,,,No,,"od 1959. izlazi u sekcijama:  A, A/B i C|*od 1967. ponovno izlazi bez sekcija|21 (1967) – 27 (1973) 					|* od 1974. izlazi kao: Annals of Nuclear Science and Engineering"
0022-3115,1,1959,229,1996,,,No,,
0022-3115,230,1996,239,1996,,,No,,
0022-3115,,,,,1,,No,,
0161-5505,17,1976,22,1981,,,No,,
0161-5505,23,1982,,,,,No,,
0161-5505,,,,,1,3,No,,
0161-5505,,,,,1,6,No,,
0022-3263,1,1936,54,1989,,,No,,
0022-3263,55,1990,67,2002,,,No,,
0022-3263,68,2003,70,2005,,,No,,
0022-3263,71,2006,77,2012,,,No,,
0022-3263,,,,,1,,No,,
0022-3263,,,,,1,2,No,,
0047-2689,5,1976,11,1982,,,No,,
0047-2689,26,1997,,,,,No,,
0047-2689,,,,,1,2,No,,
0047-2689,,,,,1,2,No,,
0092-7023,54,1950,,,,,No,,
0022-3654,31,1927,39,1935,,,No,,od 1947. do 1950. izlazi kao Journal of Physical and Colloid Chemistry (stoji ovdje)|54 (1950)|--------------------------------------------------------------------------|64 (1960) – 93 (1989)					|--------------------------------------------------------------------------|94 (1990) – 100 (1996)					|* od vol. 101 (1997) izlazi u sekcijama A i B
0022-3654,48,1944,,,,,No,,od 1947. do 1950. izlazi kao Journal of Physical and Colloid Chemistry (stoji ovdje)|54 (1950)|--------------------------------------------------------------------------|64 (1960) – 93 (1989)					|--------------------------------------------------------------------------|94 (1990) – 100 (1996)					|* od vol. 101 (1997) izlazi u sekcijama A i B
,111,2007,113,2009,,,No,,
0022-3670,9,1979,,,,,No,,
0022-3670,10,1980,,,,,No,,
0022-3670,11,1981,13,1983,,,No,,
0022-3670,14,1984,25,1995,,,No,,
0022-3670,26,1996,34,2004,,,No,,
0022-3670,,,,,1,6,No,,
0022-3670,,,,,1,10,No,,
0022-3670,,,,,1,10,No,,
0894-3230,10,1997,17,2004,,,No,,
0894-3230,20,2007,,,,,No,,
0894-3230,,,,,2,,No,,
0305-4608,1,1971,18,1988,,,No,,od 1989.  spaja se s Journal of Physics C i Journal of Physics E i izlazi kao: Journal of Physics - Condensed Matter
0954-3899,1,1975,5,1979,,,No,,
0954-3899,7,1981,15,1989,,,No,,
0954-3899,16,1990,17,1991,,,No,,
0954-3899,18,1992,20,1994,,,No,,
0954-3899,20,1994,,,,,No,,
0954-3899,21,1995,,,,,No,,
0954-3899,22,1996,,,,,No,,
0954-3899,23,1997,,,,,No,,
0954-3899,24,1998,,,,,No,,
0954-3899,25,1999,,,,,No,,
0954-3899,26,2000,31,2005,,,No,,
0954-3899,,,,,1,10,No,,
0954-3899,,,,,1,10,No,,
0954-3899,,,,,1,7,No,,
0954-3899,,,,,1,7,No,,
0954-3899,,,,,1,,No,,
0954-3899,,,,,1,11,No,,
0954-3899,,,,,1,7,No,,
0954-3899,,,,,1,4,No,,
0142-7873,9,1987,,,,,No,,
0142-7873,10,1988,12,1990,,,No,,
0142-7873,13,1991,27,2005,,,No,,
0142-7873,,,,,1,2,No,,
0142-7873,,,,,1,4,No,,
0142-7873,,,,,1,2,No,,
0176-1617,148,1996,155,1999,,,No,,
0022-3921,1,1954,4,1957,,,No,,
0022-4073,1,1961,41,1989,,,No,,
,1,1968,,,,,No,,od vol 81 (1983) izlazi kao: Journal of Radioanalytical and Nuclear Chemistry
,76,1983,80,1983,,,No,,od vol 81 (1983) izlazi kao: Journal of Radioanalytical and Nuclear Chemistry
0377-0486,5,1976,,,,,No,,
0377-0486,6,1977,,,,,No,,
0377-0486,7,1978,,,,,No,,
0377-0486,8,1979,11,1981,,,No,,
0377-0486,12,1982,,,,,No,,
0377-0486,13,1982,,,,,No,,
0377-0486,14,1983,25,1994,,,No,,
0377-0486,26,1995,,,,,No,,
0377-0486,27,1996,35,2004,,,No,,
0377-0486,36,2005,,,,,No,,
0377-0486,37,2006,,,,,No,,
0377-0486,38,2007,,,,,No,,
0377-0486,39,2008,,,,,No,,
0377-0486,40,2009,,,,,No,,
0377-0486,41,2010,,,,,No,,
0377-0486,43,2012,,,,,No,,
0377-0486,45,2014,,,,,No,,
0377-0486,,,,,1,4,No,,
0377-0486,,,,,1,6,No,,
0377-0486,,,,,1,4,No,,
0377-0486,,,,,1,3,No,,
0377-0486,,,,,1,3,No,,
0377-0486,,,,,1,2,No,,
0377-0486,,,,,1,,No,,
0377-0486,,,,,1,6,No,,
0377-0486,,,,,1,,No,,
0377-0486,,,,,1,,No,,
0160-1741,46,1951,,,,,No,,"od vol. 63 (1959) dijeli se u sekcije A, B, C, D"
0160-1741,47,1951,48,1952,,,No,,"od vol. 63 (1959) dijeli se u sekcije A, B, C, D"
0160-1741,49,1952,62,1959,,,No,,"od vol. 63 (1959) dijeli se u sekcije A, B, C, D"
0160-1741,,,,,1,,No,,"od vol. 63 (1959) dijeli se u sekcije A, B, C, D"
1385-1101,7,1973,,,,,No,,
1385-1101,8,1974,33,1995,,,No,,
0368-4113,11,1949,,,,,No,,
0368-4113,20,1962,,,,,No,,
0368-4113,21,1963,,,,,No,,
0368-4113,22,1969,,,,,No,,
0368-4113,,,,,1,8,No,,
0368-4113,,,,,1,6,No,,
0368-4253,1,1923,44,1967,,,No,,od 1968. izlazi kao: Journal of Physics E: Scientific Instruments
0730-8000,1,1981,2,1982,,,No,,
0022-4588,34,1983,39,1988,,,No,,od vol. 45 (1994) izlazi kao: European Journal of Soil Science
0022-4588,40,1989,42,1991,,,No,,od vol. 45 (1994) izlazi kao: European Journal of Soil Science
0022-4588,43,1992,44,1993,,,No,,od vol. 45 (1994) izlazi kao: European Journal of Soil Science
0022-4588,,,,,1,3,No,,od vol. 45 (1994) izlazi kao: European Journal of Soil Science
0022-4588,,,,,1,,No,,od vol. 45 (1994) izlazi kao: European Journal of Soil Science
1432-8488,1,1997,,,,,No,,
1432-8488,2,1998,19,2015,,,No,,
1432-8488,20,2016,21,2017,,,No,,
1432-8488,,,,,1,3,No,,
1432-8488,,,,,1,,No,,
0002-7820,74,1991,75,1992,,,No,,
0002-7820,76,1993,77,1994,,,No,,
0002-7820,80,1997,89,2006,,,No,,
0002-7820,,,,,1,3,No,,
0002-7820,,,,,1,7,No,,
0002-7863,31,1909,111,1989,,,No,,
0002-7863,112,1990,121,1999,,,No,,
0002-7863,122,2000,127,2005,,,No,,
0002-7863,128,2006,134,2012,,,No,,
0002-7863,,,,,1,33,No,,
0002-7863,,,,,1,8,No,,
1532-2882,53,2002,55,2004,,,No,,
1532-2882,,,,,1,8,No,,
0539-998X,1,1950,2,1955,,,No,,
0539-998X,6,1969,,,,,No,,
0539-998X,7,1968,9,1973,,,No,,
1012-8840,1,1981,,,,,No,,izašao pod naslovom Jeddah Journal of Marine Research|2 (1982) – 3 (1983)|6 (1986) – 10 (1990)
0368-2188,18,1971,24,1985,,,No,,
0368-2188,,,,,1,,No,,
0368-2188,,,,,1,,No,,
0368-2188,,,,,1,3,No,,
0015-296X,13,1956,31,1974,,,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,32,1975,,,,,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,33,1976,34,1977,,,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,35,1978,36,1979,,,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,,,,,1,4,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,,,,,1,3,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0015-296X,,,,,1,8,No,,Dalje izlazi kao: Canadian Journal of Fisheries and Aquatic Science
0099-2887,94,1947,95,1948,,,No,,od vol. 96 (1948) izlazi kao: Proceedings of the Institution of Electrical Engineers
0951-7359,1,1987,5,1991,,,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,6,1992,8,1994,,,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,9,1995,,,,,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,10,1996,15,2001,,,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,,,,,1,,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,,,,,1,4,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0951-7359,,,,,1,4,No,,od vol. 9 (1995) No. 2-4 izlazi pod naslovom: Journal of the Chartered Institution of Water and Environmental Menagement|*od vol 10 (1996) izlazi kao: Water and Environmental Management|*otkazan 2002. godine
0025-3154,1,1889,,,,,No,,
0025-3154,44,1964,,,,,No,,
0025-3154,46,1966,56,1976,,,No,,
0025-3154,58,1978,61,1981,,,No,,
0025-3154,63,1983,64,1984,,,No,,
0025-3154,67,1987,71,1991,,,No,,
0025-3154,72,1992,74,1994,,,No,,
0025-3154,75,1995,,,,,No,,
0025-3154,76,1996,78,1998,,,No,,
0025-3154,80,2000,81,2001,,,No,,
0025-3154,83,2003,84,2004,,,No,,
0025-3154,,,,,1,,No,,
0025-3154,,,,,1,2,No,,
0025-3154,,,,,1,3,No,,
0025-3154,,,,,1,2,No,,
0484-9019,23,1975,24,1976,,,No,,
0027-8874,1,1940,46,1971,,,No,,
0027-8874,47,1971,50,1973,,,No,,
0027-8874,51,1973,66,1981,,,No,,
0027-8874,67,1981,68,1982,,,No,,
0027-8874,71,1983,74,1985,,,No,,
0027-8874,81,1989,,,,,No,,
0027-8874,83,1991,,,,,No,,
0027-8874,,,,,1,,No,,
0027-8874,,,,,1,3,No,,
0030-3941,28,1938,29,1939,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,31,1941,33,1943,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,34,1944,,,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,35,1945,36,1946,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,37,1947,72,1982,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,73,1983,,,,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,,,,,1,,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,,,,,1,9,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,,,,,1,2,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
0030-3941,,,,,1,4,No,,od 1984. izlazi podijeljen u sekcije  A  i  B
,5,1958,14,1968,,,No,,
0033-6890,1,1964,30,1981,,,No,,
0033-6890,33,1983,,,,,No,,
0370-9361,24,1975,,,,,No,,
0022-5215,6,1974,22,1981,,,No,,
0022-5215,26,1983,47,1996,,,No,,
0040-9014,45,1959,48,1962,,,No,,
0040-9014,49,1963,51,1965,,,No,,
0040-9014,52,1966,55,1968,,,No,,
0040-9014,56,1970,86,1999,,,No,,
0040-9014,87,2000,90,2003,,,No,,
0040-9014,,,,,1,,No,,
0040-9014,,,,,1,,No,,
0040-9014,,,,,1,,No,,
0022-5320,1,1957,86,1985,,,No,,
0022-5320,,,,,1,2,No,,
0022-5355,12,1975,18,1981,,,No,,od 1983. izlazi podijeljen na sekcije  A  i  B
0022-5355,19,1981,21,1982,,,No,,od 1983. izlazi podijeljen na sekcije  A  i  B
0022-5355,,,,,1,3,No,,od 1983. izlazi podijeljen na sekcije  A  i  B
0022-538X,5,1970,41,1982,,,No,,
0022-538X,61,1987,63,1989,,,No,,
0022-538X,64,1991,79,2005,,,No,,
0022-538X,83,2009,,,,,No,,
0022-9830,1,1952,,,,,No,,
0022-9830,2,1953,38,1989,,,No,,
0022-9830,39,1990,70,2021,,,No,,
0022-9830,71,2022,,,,,No,,
0022-9830,,,,,1,6,No,,
0023-1339,6,1949,31,1975,,,No,,Od 1976. izlazi kao Kieler Meeresforshungen Sonderheft
0172-7893,3,1976,,,,,No,,
0172-7893,4,1978,,,,,No,,
0172-7893,5,1981,,,,,No,,
,23,1976,,,,,No,,
,24,1977,27,1980,,,No,,
,28,1981,,,,,No,,
,29,1982,36,1989,,,No,,
,,,,,1,,No,,
,,,,,1,,No,,
0720-5953,4,1997,,,,,No,,
1225-021X,1,1990,,,,,No,,
1225-021X,2,1991,,,,,No,,
1225-021X,3,1992,,,,,No,,
1225-021X,,,,,2,,No,,
1225-021X,,,,,1,,No,,
1225-021X,,,,,1,,No,,
,6,1960,,,,,No,,
0023-4761,2,1957,27,1982,,,No,,
0023-4761,29,1984,35,1990,,,No,,
0023-4761,36,1991,,,,,No,,
0023-4761,39,1994,40,1995,,,No,,
0023-4761,41,1996,,,,,No,,
0023-4753,2,1967,8,1973,,,No,,
0454-5478,5,1968,6,1969,,,No,,
0250-362X,1,1979,10,1989,,,No,,
0023-5946,4,1967,16,1974,,,No,,od vol. 17 (1975) izlazi kao:  Biological Cybernetics
0023-6748,4,1958,15,1969,,,No,,
0023-6837,66,1992,,,,,No,,
0023-6837,69,1993,,,,,No,,
0023-6837,74,1996,,,,,No,,
0023-6837,77,1997,,,,,No,,
0023-6837,78,1998,,,,,No,,
0023-6837,79,1999,,,,,No,,
0023-6837,80,2000,,,,,No,,
0023-6837,,,,,1,5,No,,
0023-6837,,,,,1,6,No,,
0023-6837,,,,,1,3,No,,
0023-6837,,,,,1,6,No,,
0023-6837,,,,,1,6,No,,
0023-7256,14,1977,,,,,No,,
0743-7463,6,1990,24,2008,,,No,,
0743-7463,25,2009,,,,,No,,
0740-2511,19,1983,,,,,No,,
0740-2511,20,1984,,,,,No,,
0740-2511,21,1985,,,,,No,,
0740-2511,,,,,1,,No,,
,1,1959,,,,,No,02.31/22,
,21,1961,,,,,No,,
,22,1967,,,,,No,,
,25,1970,,,,,No,,
0374-0315,14,1963,40,1989,,,No,,
0024-1318,1,1969,4,1970,,,No,,
0024-1318,1,1971,35,1982,,,No,,
0377-9017,36,1996,58,2001,,,No,,
0377-9017,67,2004,70,2004,,,No,,
0929-5666,5,1998,8,2001,,,No,,2005. nastavlja se kao International journal of peptide research and therapeutics (ISSN 1573-3149)
0024-1466,6,1958,,,,,No,,
0024-1466,7,1959,10,1962,,,No,,
0024-1466,11,1963,27,1979,,,No,,
0024-1466,28,1980,29,1981,,,No,,
0024-1466,30,1982,,,,,No,,
0024-1466,,,,,1,2,No,,
0024-1466,,,,,1,,No,,
0024-1466,,,,,1,10,No,,
0024-1466,,,,,1,2,No,,
0737-8831,12,1994,13,1995,,,No,,
0737-8831,14,1996,18,2000,,,No,,
0737-8831,19,2001,22,2004,,,No,,
0737-8831,23,2005,,,,,No,,
0737-8831,,,,,1,,No,,
0737-8831,,,,,1,,No,,
0737-8831,,,,,1,,No,,
0024-2519,27,1957,46,1976,,,No,,
0024-2519,47,1977,51,1981,,,No,,
0300-8142,16,1987,,,,,No,,
0300-8142,17,1988,18,1989,,,No,,
0300-8142,19,1990,,,,,No,,
0300-8142,,,,,1,,No,,
0300-8142,,,,,1,2,No,,
0300-8142,,,,,1,,No,,
1331-8640,23,1998,,,,,No,,"od 2001. godine nova numeracija|1 (2001) Br. …,2,…,4-5|*od vol. 1 (2001) br. 4 mijenja ISSN: 1333-2775|2 (2002) Br. 6,…,9-10"
1331-8640,26,1998,,,,,No,,"od 2001. godine nova numeracija|1 (2001) Br. …,2,…,4-5|*od vol. 1 (2001) br. 4 mijenja ISSN: 1333-2775|2 (2002) Br. 6,…,9-10"
1331-8640,27,1999,,,,,No,,"od 2001. godine nova numeracija|1 (2001) Br. …,2,…,4-5|*od vol. 1 (2001) br. 4 mijenja ISSN: 1333-2775|2 (2002) Br. 6,…,9-10"
1331-8640,28,2000,,,,,No,,"od 2001. godine nova numeracija|1 (2001) Br. …,2,…,4-5|*od vol. 1 (2001) br. 4 mijenja ISSN: 1333-2775|2 (2002) Br. 6,…,9-10"
1331-8640,29,2001,,,,,No,,"od 2001. godine nova numeracija|1 (2001) Br. …,2,…,4-5|*od vol. 1 (2001) br. 4 mijenja ISSN: 1333-2775|2 (2002) Br. 6,…,9-10"
0024-3477,96,1974,111,1989,,,No,,
0024-3477,112,1990,,,,,No,,
0024-3477,113,1991,,,,,No,,
0024-3477,114,1992,143,2021,,,No,,
0024-3477,144,2022,,,,,No,,
0024-3477,,,,,1,6,No,,
0024-3477,,,,,1,6,No,,
0024-3590,1,1956,14,1969,,,No,,
0024-3590,15,1970,,,,,No,,
0024-3590,16,1971,29,1984,,,No,,
0024-3590,30,1985,34,1989,,,No,,
0024-3590,35,1990,39,1994,,,No,,
0024-3590,40,1995,41,1996,,,No,,
0024-3590,42,1997,44,1999,,,No,,
0024-3590,45,2000,48,2003,,,No,,
0024-3590,49,2004,50,2005,,,No,,
0024-3590,51,2006,,,,,No,,
0024-3590,53,2008,54,2009,,,No,,
0024-3590,55,2010,,,,,No,,
0024-3590,,,,,1,2,No,,
0024-3590,,,,,1,2,No,,
0024-3590,,,,,1,5,No,,
0024-3590,,,,,1,7,No,,
0024-3590,,,,,1,4,No,,
0024-3590,,,,,1,5,No,,
0024-3590,,,,,1,2,No,,
0024-3590,,,,,1,,No,,
0024-3590,,,,,1,,No,,
0024-4201,27,1992,28,1993,,,No,,
,1,1899,23,1915,,,No,,
0373-9902,61,1954,,,,,No,,
0097-7330,3,1974,7,1982,,,No,,prestao izlaziti
0097-7330,8,1983,,,,,No,,prestao izlaziti
0097-7330,14,1990,,,,,No,,prestao izlaziti
0097-7330,15,1990,17,2000,,,No,,prestao izlaziti
0097-7330,,,,,1,,No,,prestao izlaziti
0542-0938,6,1973,,,,,No,,
0542-0938,7,1974,10,1977,,,No,,
0542-0938,12,1979,,,,,No,,
0542-0938,14,1981,16,1983,,,No,,
0542-0938,,,,,2,,No,,
0542-0938,,,,,1,2,No,,
0076-2997,1,1962,,,,,No,,
0076-2997,10,1970,,,,,No,,
0025-2735,,,,,1,3,No,,
0025-2735,,,,,4,10,No,,
0025-2735,,,,,16,,No,,
0025-2735,,,,,92,,No,,
0025-2735,,,,,96,98,No,,
0025-2735,,,,,100,103,No,,
0025-2735,,,,,105,,No,,
0025-2735,,,,,115,,No,,
0025-2735,,,,,117,,No,,
0025-2735,,,,,135,,No,,
0025-2735,,,,,137,,No,,
0025-2735,,,,,148,,No,,
0025-3162,1,1967,90,1985,,,No,,
0025-3162,91,1986,92,1986,,,No,,
0025-3162,93,1986,94,1987,,,No,,
0025-3162,95,1987,99,1988,,,No,,
0025-3162,100,1988,115,1993,,,No,,
0025-3162,116,1993,,,,,No,,
0025-3162,117,1993,118,1994,,,No,,
0025-3162,119,1994,146,2005,,,No,,
0025-3162,,,,,1,,No,,
0025-3162,,,,,1,2,No,,
0025-3162,,,,,1,2,No,,
0025-3162,,,,,1,2,No,,
0025-3162,,,,,1,3,No,,
0025-3162,,,,,1,4,No,,
0304-4203,55,1996,88,2004,,,No,,
0304-4203,1,1972,,,,,No,,
0304-4203,2,1973,6,1978,,,No,,
0304-4203,7,1978,26,1989,,,No,,
0304-4203,28,1989,47,1995,,,No,,
0304-4203,48,1995,55,1996,,,No,,
0304-4203,56,1997,,,,,No,,
0304-4203,57,1997,93,2005,,,No,,
0304-4203,,,,,1,3,No,,
0304-4203,,,,,1,2,No,,
0304-4203,,,,,1,2,No,,
0173-9565,1,1980,13,1992,,,No,,
0173-9565,17,1996,,,,,No,,
0173-9565,22,2001,,,,,No,,
0173-9565,,,,,1,3,No,,
0173-9565,,,,,1,2,No,,
0171-8630,1,1979,4,1981,,,No,,
0171-8630,6,1981,,,,,No,,
0171-8630,10,1983,,,,,No,,
0171-8630,19,1984,,,,,No,,
0171-8630,20,1984,53,1989,,,No,,
0171-8630,54,1989,71,1991,,,No,,
0171-8630,72,1991,111,1994,,,No,,
0171-8630,112,1994,285,2005,,,No,,
0171-8630,,,,,1,,No,,
0171-8630,,,,,1,2,No,,
0171-8630,,,,,1,2,No,,
0141-1136,53,2002,,,,,No,,
0141-1136,54,2002,59,2005,,,No,,
0141-1136,,,,,1,,No,,
0141-1136,,,,,1,2,No,,
0025-326X,1,1970,,,,,No,,
0025-326X,2,1971,,,,,No,,
0025-326X,3,1972,8,1977,,,No,,
0025-326X,9,1978,14,1983,,,No,,
0025-326X,15,1984,22,1991,,,No,,
0025-326X,24,1992,38,1998,,,No,,
0025-326X,40,2000,50,2005,,,No,,
0025-326X,,,,,1,,No,,
0025-326X,,,,,1,4,No,,
0025-326X,,,,,1,8,No,,
0025-326X,,,,,1,3,No,,
0308-597X,3,1979,,,,,No,,
0025-3472,7,1963,,,,,No,,
0025-3472,8,1964,11,1967,,,No,,
0025-3472,12,1968,24,1980,,,No,,
0025-3472,25,1981,29,1985,,,No,,
0025-3472,,,,,1,2,No,,
0025-3472,,,,,1,3,No,,
0040-2176,1,1952,3,1954,,,No,,od 1958. izlazi kao: Tehnika
0040-2176,5,1956,6,1957,,,No,,od 1958. izlazi kao: Tehnika
0340-6253,44,2001,53,2005,,,No,,
0340-6253,54,2005,55,2006,,,No,,
0340-6253,56,2006,,,,,No,,
0340-6253,61,2009,,,,,No,,
0340-6253,,,,,1,2,No,,
0340-6253,,,,,1,2,No,,
0340-6253,,,,,1,,No,,
0543-0038,,,,,1,,No,,
0543-0038,,,,,1,2,No,,
0543-0038,,,,,1,3,No,,
0543-0038,,,,,1,2,No,,
0543-0038,,,,,1,3,No,,
0543-0038,,,,,1,,No,,
0543-0038,,,,,1,3,No,,
0543-0038,,,,,1,2,No,,
0543-0038,,,,,1,,No,,
0543-0038,,,,,1,,No,,
0543-0038,,,,,1,2,No,,
0023-3323,23,1946,,,,,No,,
0023-3323,40,1978,,,,,No,,
0023-3323,,,,,1,2,No,,
0023-3323,,,,,1,,No,,
0023-3323,,,,,1,2,No,,
0025-5408,32,1997,39,2004,,,No,,
0025-5408,,,,,1,3,No,,
0025-5564,68,1984,93,1989,,,No,,
0025-5564,98,1990,169,2001,,,No,,
0025-5564,173,2001,187,2004,,,No,,
0025-5564,,,,,1,,No,,
0025-5564,,,,,1,,No,,
0025-5629,45,1973,58,1979,,,No,,
0920-2307,1,1986,,,,,No,,od vol. 10 (1993) izlazi kao: Materials Science and Engineering
0920-2307,3,1988,,,,,No,,od vol. 10 (1993) izlazi kao: Materials Science and Engineering
0920-2307,4,1989,5,1990,,,No,,od vol. 10 (1993) izlazi kao: Materials Science and Engineering
0920-2307,6,1991,,,,,No,,od vol. 10 (1993) izlazi kao: Materials Science and Engineering
0920-2307,,,,,1,3,No,,od vol. 10 (1993) izlazi kao: Materials Science and Engineering
0957-0233,1,1990,,,,,No,,
0957-0233,,,,,1,2,No,,
0105-4171,5,1967,,,,,No,,
0105-4171,14,1977,,,,,No,,
0105-4171,,,,,1,,No,,
0025-696X,5,1967,14,1976,,,No,,
0094-2405,7,1980,23,1996,,,No,,
0094-2405,24,1997,,,,,No,,
0094-2405,,,,,1,3,No,,
,9,1964,13,1968,,,No,,
,1,2000,12,2011,,,No,,
,22,1973,,,,,No,,
,24,1975,,,,,No,,
0047-6641,1,1969,11,1979,,,No,,
0047-6641,13,1981,,,,,No,,
0047-6641,14,1982,21,1989,,,No,,
0047-6641,23,1991,,,,,No,,
0047-6641,29,1997,,,,,No,,
0047-6641,30,1998,,,,,No,,
0047-6641,31,1999,,,,,No,,
0047-6641,32,2000,,,,,No,,
0047-6641,33,2001,,,,,No,,
0047-6641,34,2002,,,,,No,,
0047-6641,36,2004,,,,,No,,
0047-6641,,,,,1,3,No,,
0047-6641,,,,,1,,No,,
0047-6641,,,,,3,,No,,
0047-6641,,,,,1,,No,,
0047-6641,,,,,3,,No,,
0047-6641,,,,,1,,No,,
0047-6641,,,,,1,,No,,
0047-6641,,,,,4,,No,,
0304-5714,1,1970,72,1996,,,No,,
0386-0744,21,1987,,,,,No,,
,5,1877,,,,,No,,
,7,1880,,,,,No,,
,9,1882,,,,,No,,
,11,1883,,,,,No,,
,15,1887,,,,,No,,
,20,1897,23,1897,,,No,,
,27,1912,,,,,No,,
,30,1905,,,,,No,,
,37,1909,,,,,No,,
,,,,,1,2,No,,
,,,,,1,,No,,
,,,,,1,,No,,
,,,,,1,,No,,
,,,,,1,3,No,,
,,,,,1,2,No,,
,,,,,1,,No,,
0076-6372,6,1961,21,1970,,,No,,
0373-6873,44,1968,,,,,No,,
0373-6873,46,1970,49,1973,,,No,,
0081-0665,14,1961,26,1978,,,No,,
0076-1176,1,1959,2,1960,,,No,,
0076-1176,4,1962,,,,,No,,
0076-1176,6,1964,,,,,No,,
,7,1965,8,1966,,,No,,
0374-9118,6,1951,57,1998,,,No,,
0390-492X,1,1971,19,1991,,,No,,
0026-0495,1,1952,,,,,No,,
0026-0495,3,1954,4,1955,,,No,,
0026-0495,6,1957,18,1969,,,No,,
0026-0495,19,1970,,,,,No,,
0026-0495,,,,,1,12,No,,
,1,1958,,,,,No,04.51/1,
,2,1974,,,,,No,04.51/1,
,1,1962,8,1980,,,No,04.51/188,
,1,1955,48,1978,,,No,05.33/1,
,50,1978,,,,,No,05.33/1,
,76,1981,85,1982,,,No,05.33/1,
,1,1954,27,1981,,,No,05.31/2,
,31,1985,33,1988,,,No,05.31/2,
,1,1959,19,1981,,,No,02.71/5,
0300-838X,16,1981,,,,,No,,
0300-838X,16,1981,,,,,No,,
0300-838X,1,1972,10,1981,,,No,,
0026-265X,1,1957,,,,,No,,
0026-265X,3,1959,27,1982,,,No,,
0026-265X,28,1983,57,1997,,,No,,
0026-265X,,,,,1,2,No,,
0026-3672,35,1950,,,,,No,,
0026-3672,39,1952,,,,,No,,
0026-3672,110,1993,127,1997,,,No,,
0742-2343,4,1987,,,,,No,,od 1998. izlazi kao: Internet and Higher Education
0742-2343,5,1988,6,1989,,,No,,od 1998. izlazi kao: Internet and Higher Education
0742-2343,11,1994,12,1995,,,No,,od 1998. izlazi kao: Internet and Higher Education
0742-2343,13,1996,,,,,No,,od 1998. izlazi kao: Internet and Higher Education
